Axial_acceleration_1000,Axial_acceleration_1500,Axial_acceleration_2000,Axial_acceleration_2500,Axial_acceleration_3000,Axial_acceleration_3500,Axial_acceleration_rms,Axial_velocity_100,Axial_velocity_200,Axial_velocity_300,Axial_velocity_400,Axial_velocity_500,Axial_velocity_rms,Radial_acceleration_1000,Radial_acceleration_1500,Radial_acceleration_2000,Radial_acceleration_2500,Radial_acceleration_3000,Radial_acceleration_3500,Radial_acceleration_rms,Radial_velocity_100,Radial_velocity_200,Radial_velocity_300,Radial_velocity_400,Radial_velocity_500,Radial_velocity_rms,Tangential_acceleration_1000,Tangential_acceleration_1500,Tangential_acceleration_2000,Tangential_acceleration_2500,Tangential_acceleration_3000,Tangential_acceleration_3500,Tangential_acceleration_rms,Tangential_velocity_100,Tangential_velocity_200,Tangential_velocity_300,Tangential_velocity_400,Tangential_velocity_500,Tangential_velocity_rms
3.3153469287331276,4.872538974181183,0.8135142590037455,0.03778966670136351,0.03051430193341826,0.01450187881960654,0.33753455494820966,26.500000003522004,6.300415907954667,3.340858251584796,2.5804891002211487,2.1852135317701813,5.118351435110741,2.048475797270275,4.090500156478364,0.9237993696349851,0.05737356720647567,0.044448188548976766,0.0208396871452677,0.39784412885128984,39.221099136442604,12.529537730717003,5.6488861848486085,2.1777429013989145,1.7840625927316123,8.038978735182619,2.4064063566718845,5.209142458667557,0.8574811324459809,0.05765693206109959,0.04463487017090541,0.02068964475885291,0.32858407420480046,17.231642106313828,17.298599684392144,4.824367469339725,3.567329615591216,1.2050875911418155,3.791278380807178
3.221827040807738,4.711721820625691,0.7873640636929087,0.05408070773057485,0.044314213370953946,0.021311778425454966,0.33089048242726604,27.192717282808836,6.736140921088585,3.6019291561070657,2.69516119433157,2.2151681302349933,5.14721264768614,1.9721548093888734,4.0583243857003986,0.8400790194139749,0.04697293991097818,0.03895086309562851,0.01842921687926015,0.3977627823632386,39.32014181595504,12.544802033003812,5.4594543536952465,2.027671537317928,1.5545294410953638,8.07933969636683,2.417318096887417,5.134609959404606,0.7959367850903513,0.043369234341741,0.034438320181133984,0.01623716641941109,0.33347835308443435,17.49853840709021,17.66806739524916,4.846843569740713,3.4619970570243543,1.1714029064795906,3.900779447517575
3.1542196738608146,4.754329672035259,0.812892277686154,0.05131274229929131,0.04070929508370877,0.019183339700426807,0.3286614220182131,26.72124447424958,6.628974408293232,3.3837369643825825,2.6392122042933726,2.135351233891077,5.140547340751745,1.9347091596076664,4.283033445148323,0.916907279068224,0.08110970344101438,0.06769853260607477,0.03239825650288647,0.4044463090912743,39.31789617051104,12.355207629011852,5.33189870521605,2.039538330309521,1.5282427511219745,8.047644646893197,2.395228501596699,5.259690854170351,0.8345258114699616,0.06252694018943263,0.04961295434638183,0.02347882082837223,0.3300444116544922,17.016387152680792,16.783149667891372,4.8789084104588465,3.449730624190737,1.163047192934031,3.7942671554682095
3.2540335234323794,4.762407626253534,0.8084820999292648,0.05061520820251572,0.042765536126778136,0.020678628825613388,0.3310777227614753,27.338932437544532,6.373907878688673,3.151278104481394,2.638770284337883,2.070607985417851,5.099374418104707,1.9683152622716353,4.337075606592256,0.8746863234156985,0.04770303747086964,0.035399374833498976,0.016351752255576415,0.4083762058207669,40.30288191350701,12.681551308239861,5.524503962675187,2.3914456964231037,1.7308292004871877,7.943421931102028,2.4038672002641333,5.33624530340562,0.8027941348554326,0.038183409978064575,0.030632626086409567,0.014576941836592423,0.33301464572947015,18.090794740673104,16.742465718546136,4.787763861622285,3.6007782135278004,1.236085313888554,3.777361450987013
3.30377989892708,4.856490777620229,0.8170210147877932,0.043164326962723584,0.0360421755602132,0.01743583162692344,0.3338311066212007,27.12232042164805,6.376131166715032,3.289552957629645,2.6139086247718644,2.1700926654154706,5.079960504638941,2.010866708230343,4.2465254201512534,0.8696868203670952,0.04162311539292949,0.03518346954002281,0.017010818957168515,0.4131086884741816,40.784460024633475,12.801396965658014,5.610954496900189,2.18147666601674,1.6908060506159257,8.247507829902844,2.426389896721777,5.341593732481124,0.8276051599874772,0.06518691850382027,0.054520801043546764,0.026138556486460247,0.33555695461350676,17.65909934958496,16.9258383720531,4.975823872888966,3.569039982205851,1.2415101363199077,3.826110234150913
3.2641785234412635,4.89114683730441,0.8030577660375289,0.03712878932386733,0.030595298042481928,0.014628974593636178,0.33471403331282656,27.165728285783647,6.8663991147171854,3.33057694931232,2.5839766177141095,2.1528439579208714,5.061377430247766,1.956890111936683,4.186682515156512,0.8905997133171599,0.045663259604757186,0.039174321470940694,0.018947569680635948,0.4065889325573076,41.534677117294116,13.048959694223319,5.348943558588745,2.0522335530443354,1.5897436992554157,8.145886832138197,2.4138164652898166,5.406371135847948,0.812495460489401,0.06040939418655443,0.04965526152308196,0.02356096866604665,0.3399030792619633,18.010832980133767,17.455878624163716,4.837795030977812,3.5611777567715786,1.2063923645476655,3.8607733694461155
3.2443841690292334,5.49289286067317,0.8177204077721822,0.04071537390711675,0.03180246198341941,0.014877104382193746,0.3542733696196617,27.141688415646872,6.910342607972282,3.4734642791698294,2.5863436642151916,2.129071627703949,5.074945073613804,2.0273291863750096,4.3257387457835765,0.8934590714255434,0.05480791124725029,0.0477500576339691,0.022935442551771847,0.4066274001343033,40.46646229954506,12.745578658002607,5.723610955603504,2.148842008325796,1.7004835457511298,8.18740458999621,2.4425141547655556,5.544684789845567,0.8476931535635283,0.06452437718812018,0.05131527832092342,0.023986093164801468,0.33923937061218484,17.856176349483057,17.1440430804953,5.119418532587414,3.628500288211187,1.267879897936683,3.87051239954709
3.2610222900990395,5.319268968287161,0.8715182313724537,0.04622370744297205,0.0318990211492214,0.014160775560934091,0.3534783505689262,26.218519820580095,6.377468918616493,3.264968872965033,2.595247714124123,2.1686619099412088,5.072808846181003,2.0368612316198136,4.277572735637652,0.9252931067346,0.0640965218692095,0.05265686507678807,0.02506648748154197,0.4112686226825707,40.04814402131311,12.55179507345228,5.642262629564049,2.2405880140482344,1.73464606514815,8.345803495209392,2.451283863540013,5.474306970451904,0.8844822853349866,0.0829029173697103,0.06645764514088316,0.03104981467702786,0.3413866244199131,17.536634947629146,18.032113539497217,5.052558379712268,3.753860716738849,1.2244482422471972,3.8919234585302043
3.3274285147454825,5.225298823886534,0.8219420190887079,0.049632302093049134,0.042991782322629124,0.02086523519891827,0.34351675528974923,26.905933686184518,6.162966772522523,3.0760701699119553,2.5594484403076785,2.0989439447515266,5.056926318585269,2.0702253801204646,4.160266722950543,0.828661870903127,0.05475687859266132,0.04784355691592604,0.022942560135822604,0.405435680331556,39.72422233747896,12.543334464846978,5.680018989135319,2.292026215157086,1.7518156050844316,8.182249740867487,2.454381899978439,5.477161075980584,0.8110749561739172,0.05777556549522963,0.046672547299610755,0.022261209524046803,0.3374122642144252,17.77321178249225,16.64491300596953,5.012628679706878,3.596284401646828,1.2172447720697754,3.876361415654139
3.167879726951818,5.081605835197711,0.8228214305419146,0.06036913311081791,0.045332295671595066,0.021292787058070892,0.33384734023086876,27.641471880571533,6.489634339241407,3.2892027805171344,2.5583600642437374,2.0274132077243108,5.069387678846612,1.9743641971808334,4.186980591763138,0.8504247718168251,0.04144544001232589,0.03428074131131794,0.01644221742663147,0.4043864286051244,39.188757667765415,12.850924706037414,5.903176166611327,2.2648851724888632,1.7405373325795488,8.031444387694687,2.389108434253518,5.526953638895147,0.8242878962619905,0.042248753421185045,0.035549462476803975,0.017164224926513642,0.3426139689729498,17.87817973477975,16.911450619878526,4.983390662937198,3.431663146714762,1.1903772350089021,3.8804379083635983
3.223123114710761,4.730759644218905,0.8063350231397155,0.07503351727614055,0.06317304359054232,0.030599982193205616,0.33114557402451356,27.446962536761603,6.2402544641877675,3.3350356154948053,2.6382061230507023,2.061285978091048,5.121639871891031,1.937953002989485,4.370412328495891,0.8927979536432822,0.05268653032798115,0.037523694635792436,0.016744482109393444,0.4085541436535559,39.791216627712345,12.496681451180345,5.673667761408556,2.2563408683924417,1.6666655176467864,8.008330665921427,2.3844220935717084,5.230633932613874,0.8048352031382103,0.05495574949891348,0.04364146999786736,0.020801761751489862,0.3319863271660591,17.56444483965119,16.74515573708251,4.7365636656103565,3.4091582022608637,1.2160514322350413,3.764826870781798
3.2963736045318024,5.090950877895404,0.8810567554156903,0.05751419501920353,0.04585816559322463,0.021430869615114173,0.3324107578991151,26.066598054449138,6.556094834833646,3.3986546824021824,2.7756160050780343,2.0846964270875743,4.900515622244675,2.0103986295966996,4.294233363767059,0.8710913362835045,0.06598728051331135,0.05591324771795078,0.02663172504021371,0.4135845496171436,40.65086789581328,12.777339175333381,6.550170690379624,2.360001006861731,1.7439761577102046,8.333228937086037,2.4483908286901332,6.040007126877132,0.8444469214954885,0.06381396196042927,0.05279718423632695,0.025026193804004233,0.37019455005113017,18.248751926905797,18.21302530563946,5.590938637047786,3.8198994905150183,1.2128388528257716,4.027666719096906
3.2594574767360927,4.627937690770508,0.7934322040055238,0.03822402393266062,0.029438866570694396,0.01388350978147635,0.32592417977505894,25.95957182573312,6.6284670901052225,3.3551448528361907,2.5971067774776806,2.2113928372066005,5.081265989902923,2.0195860466702067,4.110196465584236,0.854413758319031,0.04298370432782422,0.0360437447996796,0.01698581981019862,0.4106239912314762,39.992763919806976,12.744751440581497,5.7261429395314565,2.023847834552602,1.672719412305049,8.399836353183526,2.4580495194982186,5.2186517872752205,0.8143129054778113,0.051819044378188406,0.04048672326433726,0.01885650809066311,0.3340542220628365,17.272255807179885,17.35739539112319,5.056752460153832,3.557177956015339,1.1960890464518732,3.8445666194715304
3.150744278338676,4.5551640677581435,0.7826925189494798,0.05066877051637319,0.04078090678613232,0.01940245719723049,0.32120267028032967,27.161085449056685,6.604953150671076,3.287411994378942,2.7230053408755723,2.1406712345602856,5.038755265718016,2.011072188106131,4.009822538226282,0.8324647163409689,0.03970631060724249,0.03483073783183595,0.016817696974729457,0.4033943159848513,40.45961357448842,12.872517313977472,5.473178924549637,2.094230541316439,1.630357638420179,8.079902500737958,2.381160275183707,5.0989822632333786,0.822334503731078,0.05897435029378928,0.045755820654042906,0.021524303187604635,0.32947144234121695,17.67207615622455,16.95337863405142,5.079614544938371,3.5410905032631517,1.2263438401958262,3.7771883998039746
3.258821479238569,4.875129309261912,0.8121989217160179,0.0375051378619605,0.03126009323452493,0.014779767522866034,0.32908820029537483,26.570318131774126,6.439792967175229,3.2637618736957963,2.746751861453247,2.1253937579266786,5.017869554469841,2.0506437611800346,4.00432152104257,0.8914652954435147,0.061340940327441265,0.053132653649552636,0.025373659665973693,0.4055264646414996,41.05716716270861,12.58261498452998,5.817248753165811,2.1069267902380715,1.657957134216454,8.32979697726611,2.455869472029321,5.49394468341205,0.8072866228498995,0.042250784768586985,0.033037721334174465,0.015524972739128368,0.34290042990533653,17.413599000578685,17.45025416313283,5.059965615317228,3.6773540362534987,1.2074219514547269,3.768818627374401
3.2930823973448655,5.487993517284118,0.9270322406013123,0.051657261937530355,0.039167619122387774,0.017998294047196214,0.3504423161207578,26.68959346438605,6.657217563479479,3.521686218655285,2.64941714756426,2.1623151891371486,5.096906961869131,2.0168713618064604,4.0923265926067645,0.881131665755791,0.03945523142304466,0.03424348487452508,0.016815014149927945,0.39734906405188936,40.24049862741367,12.740829339482694,5.619331513349998,2.0446293441347345,1.5921972604924979,8.041543063663966,2.454545844142925,5.659220638810899,0.819923458624679,0.04675520262603416,0.03680928622880804,0.01721092819086282,0.3445018288243348,17.838249080880534,17.855255334999576,5.083303695368792,3.736309937220525,1.2810089828777367,3.8981423316445505
3.238762637175818,5.2132528500061595,0.8543430827838308,0.06643635043260737,0.05292500893741764,0.02531012001003617,0.3443465780913123,26.9432834294226,6.66064548275425,3.465633557883875,2.665929635116272,2.1513157433165953,5.07376535363232,2.0650221719639745,4.260034429836221,0.8994183377223881,0.08909061192205288,0.07658349211197031,0.03696752644271755,0.4091818269318005,40.38622221213416,12.649778009397965,5.66129728738836,2.0928570985361494,1.5961643970852344,8.227513037364819,2.4734012614071954,5.462518564330972,0.8040591270290085,0.03867718043935794,0.030455830241318232,0.014530108908337239,0.34378765441856285,17.896837456142855,17.519465781894386,5.074278508830632,3.4670809428960414,1.232684348172195,3.917521213181492
3.181654767179234,5.013666060651139,0.7967479744261424,0.03915054933581695,0.030356939854725328,0.014335197755241714,0.33530973892540566,27.566953039168983,6.465093181554604,3.3931084021856064,2.512803397167602,1.9864716923923582,5.061584302734365,1.943075761898913,4.130357898381571,0.8201781620160942,0.04327650870291118,0.035054319583869786,0.01660724038268641,0.4002003746915631,40.27460390986795,12.882945395307727,5.501474006370488,2.1189017692874925,1.6393575449832043,8.12439539406767,2.3871943686136796,5.235915624469651,0.8131231866722874,0.05227467943967595,0.040941632153700655,0.019236880416126013,0.32587009416182866,17.384547405073743,16.468360208209326,4.82495104119635,3.299201073011595,1.129100080007384,3.7157947253695243
3.2866230062238744,4.7685557074734035,0.7905290352396943,0.05417878044795043,0.04515363651501046,0.02182203178145709,0.33581869493463123,27.149469005265786,6.642863387362466,3.4648960849070662,2.601093460638399,2.1685156233583815,5.097357414307178,1.9817901371213567,4.204354017431621,0.8642472105535413,0.05560997365840978,0.0490586512909249,0.02401239590079957,0.40918971558045014,39.416939869361386,12.556889782303081,5.533001915857392,2.045977146680468,1.5213487884792183,8.151301908947467,2.3891357801057937,5.207149794270816,0.7978899903500346,0.04291205233567015,0.03349827983425982,0.015677294925592278,0.32876909363937057,16.915499566929036,16.954312596119347,4.927404691659869,3.390978345717457,1.2275449288727078,3.7710484457289617
3.2715345879046027,4.643204325108005,0.759594176328688,0.035366854930391635,0.02919448690950778,0.014039131737133788,0.32896067417435226,27.058897619311246,6.701775107972756,3.475352591937282,2.5472257309572828,2.2005775397518352,5.113001266503172,2.0410901953479987,4.305281936990028,0.8789432916658912,0.07895139810577269,0.06612613744011951,0.031732224155099305,0.42082814996227935,40.29369865595663,12.90702707243984,5.5987078971115904,2.027409581756417,1.6381833494761464,8.106368720830273,2.420201001975192,5.28318700236346,0.8670292555211017,0.059878264905244144,0.046748833171739786,0.02213381962095544,0.33519707082174466,17.88112257251924,17.220453834541097,4.838364883181304,3.4369211830546966,1.2337774634227907,3.8053896444253588
3.25810666156371,5.264513757846914,0.825781833034362,0.05910907244879561,0.046589707583217004,0.022014734433395043,0.34370104075396135,27.189124535872374,6.965294044619862,3.4660595823153093,2.6963132793549853,2.071517024742241,5.0800180048475205,1.992791166122673,4.328818847505695,0.8275202578825778,0.040764342407911984,0.03468005033424669,0.01666699137201181,0.4162578695812412,40.019563066135206,13.661836583273956,5.611028231633652,2.046220167379334,1.571601283282799,8.117499691665248,2.440217907500805,5.438863557327728,0.8116448985845949,0.04576128738054172,0.03234539571693579,0.014605480727967135,0.33779651435911423,17.62842587424545,17.066981123350818,4.875134106766021,3.4581333654270834,1.23723210889533,3.8035786747045885
3.2323289526589605,5.118460162088345,0.8809508644387892,0.05265968152414557,0.04115924569307753,0.019162860730770087,0.33702984889100573,27.356873566382106,6.531655781872242,3.227420530755491,2.649133237194421,2.081674297850242,5.030127382324483,1.981055816460772,4.124009696002793,0.8882775104439791,0.05705282101645767,0.047707258355245495,0.02296787985168736,0.40964246670237203,40.66586323664353,13.369204350056767,5.777152385395509,2.2417605766623994,1.6985752684543631,8.107547378197122,2.4331636452395253,5.519285494595534,0.8445583843101364,0.05677249611808299,0.047261405795399544,0.022873438900926406,0.34266006733659515,18.15303451477728,17.856477083367405,5.091106312480365,3.5437041482065603,1.1942141773035029,3.874114508334392
3.295036994125131,5.200498359809287,0.8206002684082709,0.03986533491057038,0.03227818705089782,0.015123615240534755,0.3567049005009118,26.09302282040028,6.3836525858314985,3.2942088542335064,2.5672655839498764,2.1550945973846756,5.15684777424555,2.0135764928745545,4.242582680475,0.926440500894947,0.08054679431184168,0.0669964671411335,0.03142320169073599,0.39895937838335066,37.01256464378644,12.254637200876536,5.334319064076738,2.007640108483233,1.6338190837894715,7.985035434356103,2.5036675922948426,5.55198609783997,0.8626975537527891,0.047148222913066515,0.03266403520733606,0.01441965420216546,0.34345732286683184,16.74345766937765,17.506356618937517,5.016484275633273,3.809805780690523,1.3230520338148173,3.9133818516840773
3.2873267995373654,5.6487447038921985,0.9145852051943959,0.05228773981481019,0.039462097480672705,0.018050219139828603,0.3643092734793796,26.63708051662713,6.345458579244954,3.1710183148801225,2.5814604361158784,2.193805648111658,5.259085999845045,2.039140935140921,4.252371134673439,0.923368428952068,0.04962850668251345,0.036062494855464235,0.01628363073448297,0.39700194391539273,37.901065779984094,12.366869313251497,5.403147633711712,2.09269440620963,1.6704668787690773,8.000428430835074,2.4838882250029113,5.659767502390255,0.8658122628416833,0.05481169788264899,0.042682700330380206,0.020045563773175658,0.3418569119274623,15.636067447061304,16.95932226485953,4.576213449989578,3.6912662593437022,1.2566524213886123,3.5835881391034325
3.2642472869318953,5.0376578641223215,0.8024708780678385,0.04231772019216758,0.03188770913906144,0.01480112750892328,0.34335449346730607,27.0732301758063,6.362439059775159,3.271316879701573,2.5945444571091962,2.2364799541481286,5.199092009546405,2.0616140869387065,4.189634389933927,0.8584181357566552,0.04482616450048589,0.036054208023474796,0.017049307452126475,0.40396837160961296,38.370925765979976,12.213623368333963,5.841398110349738,2.335998643928207,1.8488393562164491,8.197515740528837,2.4584904225563182,5.329568213466193,0.8397770017875961,0.07199289731823677,0.05862987497218909,0.02756048256091237,0.33264504116051113,17.23303708512097,17.373087941362968,4.710385403552691,3.6539600725694337,1.2392829469523212,3.795665944563483
