1.515481173992156982e-01,2.375313788652420044e-01,-3.276540040969848633e-01,-7.471761852502822876e-02,2.752874791622161865e-01,4.365227743983268738e-02,1.320857554674148560e-01,8.379798382520675659e-03,1.476293504238128662e-01,1.504242420196533203e-01,3.747857362031936646e-02,-2.006972879171371460e-01,7.166585326194763184e-02,-1.872170567512512207e-01,1.824959553778171539e-02,-1.911851316690444946e-01
-6.251085549592971802e-02,1.943084448575973511e-01,-7.045181095600128174e-02,2.255588397383689880e-02,-5.036776512861251831e-02,1.466974169015884399e-01,1.847854629158973694e-02,-3.241676092147827148e-01,1.907869279384613037e-01,6.598445028066635132e-02,-1.580325420945882797e-03,1.379268360324203968e-03,-2.492404915392398834e-02,4.145031422376632690e-02,-3.425446897745132446e-02,1.695191115140914917e-01
8.572229743003845215e-02,1.418579965829849243e-01,-3.080975450575351715e-02,7.952552288770675659e-02,6.252855062484741211e-02,-1.567280106246471405e-02,-1.590635478496551514e-01,-4.214138165116310120e-02,2.922717928886413574e-01,3.806575760245323181e-02,6.816082447767257690e-02,-6.122180446982383728e-02,1.269345134496688843e-01,3.579187020659446716e-02,-8.678622543811798096e-02,-7.108632475137710571e-02
3.791588917374610901e-02,-1.539747118949890137e-01,-2.057582437992095947e-01,-1.446418017148971558e-01,4.270605370402336121e-02,-3.834630129858851433e-03,1.462465375661849976e-01,1.964349746704101562e-01,9.392231702804565430e-02,4.361215233802795410e-02,-9.422068297863006592e-02,-8.887371420860290527e-02,-4.847086500376462936e-03,-1.339604109525680542e-01,3.503482788801193237e-02,-1.314361020922660828e-02
-7.942136377096176147e-02,2.646523118019104004e-01,-1.987441778182983398e-01,1.891879830509424210e-03,-7.506354153156280518e-02,1.515366733074188232e-01,-8.350624889135360718e-02,2.879390493035316467e-02,7.788092643022537231e-02,1.638817489147186279e-01,-1.372851431369781494e-01,-1.632952690124511719e-01,7.219828665256500244e-02,3.778835758566856384e-02,-1.744113489985466003e-02,-9.928672015666961670e-02
1.062417253851890564e-01,-9.012820571660995483e-02,1.390206515789031982e-01,-8.969395607709884644e-02,-2.685058116912841797e-02,5.220841988921165466e-02,2.145142704248428345e-01,3.481918275356292725e-01,6.957776099443435669e-02,2.389447996392846107e-03,5.294602364301681519e-02,9.579858928918838501e-02,6.068814545869827271e-02,6.068643927574157715e-02,1.813657879829406738e-01,2.562023326754570007e-02
-2.348854579031467438e-02,-1.747473180294036865e-01,-8.684230595827102661e-02,-1.565054804086685181e-01,2.995381355285644531e-01,-2.345889955759048462e-01,-1.116725578904151917e-01,-7.319107651710510254e-02,2.055605947971343994e-01,7.311581075191497803e-02,3.149069845676422119e-01,4.262962341308593750e-01,-2.607059776782989502e-01,-1.492680013179779053e-01,-2.699209451675415039e-01,2.232645303010940552e-01
-1.380034070461988449e-02,4.387706518173217773e-02,9.983423352241516113e-02,1.935026794672012329e-01,4.758267477154731750e-02,1.805601269006729126e-02,-3.252386301755905151e-02,8.856904506683349609e-02,1.265285611152648926e-01,-1.374282836914062500e-01,3.343279659748077393e-02,5.254657268524169922e-01,1.310316175222396851e-01,5.321342498064041138e-02,1.176133528351783752e-01,-1.616648882627487183e-01
1.407189667224884033e-01,-1.551136076450347900e-01,-2.804519832134246826e-01,1.334910863079130650e-03,-9.294137358665466309e-02,-8.835151791572570801e-02,-1.456672847270965576e-01,2.436824440956115723e-01,-2.896484918892383575e-03,-1.936427056789398193e-01,-1.397393792867660522e-01,3.649349808692932129e-01,-1.240308657288551331e-01,-1.314054131507873535e-01,-9.517871588468551636e-02,-8.582507818937301636e-02
-2.315824106335639954e-02,-3.314765989780426025e-01,-3.987459465861320496e-03,1.243269741535186768e-01,2.730828523635864258e-01,2.153786122798919678e-01,-8.900794386863708496e-02,3.721263259649276733e-02,-1.921069473028182983e-01,-1.232861652970314026e-01,-1.450754851102828979e-01,-5.141160637140274048e-02,-4.080810397863388062e-02,1.142033189535140991e-01,2.061686962842941284e-01,2.305442281067371368e-02
