9.761520485195429586e-01,1.016014377066180030e+00,9.277710820160479654e-01,9.534191399720569615e-01,9.903693086147520308e-01,9.904225297937370165e-01,8.167019501280540217e-01,1.173903170916080096e+00,1.114878679898630098e+00,1.211295984182019891e+00,1.216760395285449992e+00,1.302096789636459917e+00,1.443300650081069891e+00,1.999330477545250062e+00,1.087916743233690031e+00
9.356265652360440388e-01,1.005946193388209897e+00,9.171200715750480459e-01,9.467739947023620095e-01,9.602173888715409555e-01,9.695786744811589752e-01,9.722391657558140388e-01,1.022706886024749906e+00,9.176836783918800311e-01,1.078234932676650049e+00,1.391160987523949899e+00,1.274937562978520011e+00,1.272594810426620038e+00,1.536771120874619978e+00,1.320856493653369990e+00
9.290027255235799863e-01,1.102722456821050079e+00,8.814297199608900346e-01,9.179530161222240192e-01,9.445401507213080361e-01,9.445641170663030550e-01,9.774283629259290507e-01,1.011623775886870025e+00,1.028384500791420075e+00,1.051018327542919906e+00,1.072538094695520083e+00,1.118019602348300001e+00,1.182853067315490003e+00,1.267826513717879910e+00,1.262046983212339990e+00
9.507473540218790431e-01,1.039489440372699969e+00,9.264860702588929575e-01,9.507221834226210477e-01,9.701542207154010278e-01,9.734439066327119638e-01,9.733205088942580296e-01,1.005908747527729963e+00,9.181281625422810233e-01,1.287654866844730073e+00,1.217713189982809974e+00,1.235878592418979904e+00,1.258518688986880019e+00,1.567669191730099998e+00,1.229666885047340008e+00
9.382730143585820137e-01,1.046532822393680062e+00,9.075209054495659844e-01,9.414482710007030519e-01,9.608627044358679647e-01,9.752496079899920511e-01,9.750651453180000372e-01,1.016029279176869915e+00,9.531113128907550136e-01,1.102748233695389990e+00,1.247585348453220000e+00,1.255521872575299902e+00,1.329013771560259904e+00,1.600405020464189976e+00,1.338099045457850078e+00
9.574119464683380487e-01,1.089089893171250045e+00,9.351667765047889658e-01,9.526749689186789771e-01,9.647416017084710083e-01,9.749925756453370340e-01,9.743611507887569578e-01,1.014858646457359903e+00,9.454690695824039537e-01,9.957850015246529907e-01,1.336568616676339971e+00,1.278162453305579982e+00,1.300470362311280104e+00,1.430474209506920058e+00,1.281804664052099918e+00
9.426459098222880195e-01,1.005123792457270016e+00,9.241558067743189664e-01,1.016324965852289930e+00,1.468176472569050039e+00,1.011244624229719946e+00,1.364231859909309952e+00,1.258998832870559914e+00,1.249665420691169926e+00,9.713030977030749913e-01,1.443541623300850008e+00,1.190328187092599910e+00,1.442305623533020054e+00,2.097931843189190015e+00,7.351841285982619878e-01
9.343266420891059854e-01,1.025188849981919947e+00,9.213879236197529687e-01,9.590661015518520127e-01,9.815642492134439845e-01,9.976122343284510308e-01,1.006573576816000015e+00,1.051984424508739968e+00,1.023014636351099904e+00,1.197549216308960052e+00,1.242053972459999933e+00,1.269831586931059908e+00,1.492293350772659899e+00,1.826078262455729906e+00,9.605485216099409751e-01
9.637834417776840468e-01,1.054249992661800084e+00,9.137785261762889633e-01,9.532078622421980008e-01,9.722535627857109564e-01,9.702246116420979449e-01,9.730498005419689900e-01,9.841208322643749673e-01,9.274576740566810029e-01,1.213722504999710017e+00,1.248096497749999978e+00,1.252838278057170074e+00,1.269892134279620111e+00,1.480346165150199900e+00,1.319623970003090063e+00
9.310934207096479565e-01,8.606829622642150346e-01,8.969212916019929649e-01,1.021570739289570096e+00,8.763385652575179652e-01,1.077192057078800058e+00,1.047436922555539995e+00,1.269991560046340062e+00,7.897845712029309961e-01,1.290241142407819952e+00,1.052738428108050073e+00,1.133722225889089996e+00,1.358190852613919919e+00,1.834275348622500079e+00,1.222533604569479904e+00
9.426661304602500513e-01,1.006146425787000087e+00,9.332897436401550451e-01,9.260550713777480070e-01,9.490382604557130453e-01,9.707593707711900111e-01,9.618112069706280520e-01,9.991993988137880534e-01,9.669899792064550192e-01,9.253476192545280199e-01,1.274780919859819894e+00,1.202077723158569977e+00,1.231766424702890106e+00,1.366726671221379918e+00,1.220927675547700098e+00
8.110484028680889912e-01,1.065888227997209947e+00,1.030045478471319997e+00,7.931424752627920238e-01,1.414268584000409890e+00,8.987827527702130226e-01,1.430374073939240098e+00,5.958323591975730471e-01,1.127000253554939935e+00,5.553505639914579906e-01,3.865238935009689958e-01,7.149217143563959542e-01,2.541334391762970046e+00,2.301774412594450148e+00,6.907310302257839707e-01
1.010279057943249903e+00,1.099329036213460009e+00,9.815797636755450029e-01,1.011594702341430008e+00,1.036632464982530033e+00,1.039174008773499969e+00,1.045636770785399960e+00,1.071504851083320053e+00,1.069324928210779957e+00,1.287473396973279893e+00,1.293465613967220040e+00,1.319092638968089926e+00,1.352119823843360047e+00,1.721108924243119898e+00,1.321040498042090006e+00
9.369883725348959747e-01,1.062965721194899960e+00,8.920326466257989528e-01,9.399493847024209536e-01,9.492593050405180310e-01,9.699386694247460472e-01,9.689499259441539669e-01,1.015679477315380108e+00,9.421958689232350359e-01,1.186090769507829989e+00,1.235878953583299911e+00,1.266365095837840071e+00,1.288542228466190043e+00,1.452652553620040088e+00,1.286058854795550044e+00
9.399669095565610366e-01,1.030506840157759951e+00,8.748328211828609868e-01,9.207471770837589720e-01,8.596226691912299822e-01,8.287008267996559541e-01,1.093593135938820016e+00,1.031023290611829957e+00,1.063241048612610040e+00,1.421434104946339927e+00,1.101601816542880030e+00,1.391637629059530035e+00,1.358514782010469935e+00,1.666340319397169978e+00,1.054269982125690008e+00
9.073207217804070135e-01,1.034310839332329923e+00,8.629978756609499868e-01,9.087510728554699657e-01,9.215480767367849602e-01,9.197239987118319693e-01,9.218292096142189918e-01,9.295222971807830525e-01,6.769145332821120409e-01,1.316584181804929976e+00,1.250195907401030038e+00,1.199884039900340094e+00,1.246151697122739987e+00,1.475296451808729925e+00,1.349429650401400060e+00
9.351260207727549734e-01,1.005008011314109995e+00,8.916177318158450271e-01,9.262630343014880419e-01,9.477133750479509455e-01,9.408387660279360354e-01,9.597787493068810072e-01,9.681746871905799745e-01,8.698880610806359881e-01,1.200670521612789976e+00,1.236875065611120039e+00,1.269287263129470045e+00,1.323135142928119956e+00,1.684788247981269915e+00,1.190300312532799998e+00
9.209504701637309942e-01,1.000828799859980078e+00,8.762944227894969851e-01,9.043258439381870462e-01,9.272296029242500515e-01,8.985930978907300526e-01,8.375339599437290339e-01,1.299957488250879978e+00,1.190223374617340069e+00,1.154211400228239981e+00,1.187779120954409962e+00,1.289687780169920028e+00,1.316517618421390035e+00,1.672071151750140094e+00,1.116112648041289956e+00
9.143867698367410535e-01,9.819936558064430443e-01,8.485277326723029701e-01,8.815175126011349782e-01,7.114036350136380138e-01,9.314102164167320508e-01,1.031259896863949921e+00,1.014165251774939991e+00,9.917856795927769697e-01,1.093979564106589919e+00,1.261782197312329989e+00,1.217991252346509956e+00,1.375350622063820083e+00,1.801723484071670045e+00,9.804464980849080247e-01
9.376890991563660016e-01,1.042481789432309958e+00,9.149636460340490052e-01,9.681735883979499802e-01,9.765993391858199812e-01,9.775002667455200411e-01,9.763460478534600195e-01,1.030504423754410093e+00,9.721109523593559620e-01,1.107388313915480094e+00,1.290698529068809997e+00,1.270930339376199925e+00,1.288326621652950088e+00,1.443249910710850070e+00,1.286960314916629988e+00
9.751820165308510147e-01,1.126341414420839904e+00,1.096110461272850056e+00,1.240200277087160075e+00,1.578422945250830045e+00,1.621971315032989969e+00,2.147915808472729893e+00,1.194919000126410058e+00,1.153782419803579984e+00,6.765184780407750287e-01,6.713900038818390037e-01,3.746087593769200086e-01,8.791083540967969956e-01,1.901752099114790040e+00,9.055818126486460118e-01
9.300543583250879820e-01,9.539533241685650422e-01,8.871086721619589888e-01,9.080377363634910548e-01,9.436796083253730094e-01,9.077082099825289907e-01,9.433267774244420423e-01,9.169625463061880088e-01,9.096481173608209625e-01,8.619405147384310295e-01,1.144859540015920052e+00,1.138668136656189933e+00,1.069789583890059959e+00,1.240493128789800004e+00,1.092256680975369987e+00
9.013299137798970184e-01,9.124995910462979642e-01,8.951233942587729642e-01,9.054713766340209968e-01,9.228030767101810250e-01,9.309128113877590538e-01,9.323983750627879985e-01,9.599471679512430189e-01,9.071958109108010371e-01,1.012573903891740068e+00,1.291849850462809979e+00,1.249300309797340081e+00,1.266893233696859911e+00,1.415300883792439901e+00,1.267680197697389932e+00
9.603620766535959641e-01,9.676450836071659456e-01,8.976972228350650340e-01,9.222445142079419567e-01,8.375961803335719713e-01,1.045868720968109900e+00,1.112652401364820021e+00,1.125611690993769898e+00,1.094747155677870065e+00,1.196298079033530026e+00,1.209195948691790035e+00,1.290659573137489913e+00,1.417984604499610057e+00,1.824880421805270103e+00,1.072110452599200014e+00
9.327481983574129609e-01,9.897912970664050070e-01,9.080406902054010132e-01,9.349694407932580553e-01,9.640013931161099947e-01,9.636231894948169563e-01,9.854824825561480095e-01,1.037554036815079961e+00,1.031761423391529986e+00,1.003210620094000083e+00,1.123036799659389962e+00,1.185765374821150075e+00,1.201842799189140054e+00,1.294534715197710018e+00,1.308971062628520032e+00
9.368864638435490111e-01,1.024458968296900085e+00,9.167300195024910003e-01,9.393109330297210180e-01,9.671145153096709635e-01,9.759981817927879666e-01,1.006417114788759948e+00,1.050354510092190052e+00,1.066692811251549911e+00,1.088735804524300077e+00,1.108402268498589915e+00,1.182425945603289952e+00,1.247343574423180002e+00,1.298037515277379983e+00,1.312585448923720088e+00
9.647253909269060124e-01,1.002564167205060031e+00,8.914425523568020315e-01,9.186904840086890234e-01,8.538410528907850461e-01,1.072284743246779914e+00,1.119880409422270073e+00,1.131609246695459925e+00,1.116107088513349943e+00,1.138541927818430111e+00,1.210395472542540096e+00,1.261252388481409970e+00,1.337660767411849916e+00,1.911404643087230015e+00,1.269298265406960002e+00
9.034223208434010166e-01,9.340393702395870523e-01,8.843061095569100249e-01,9.101403881140599506e-01,9.326104747242900395e-01,9.340953050381579637e-01,9.690400733383109921e-01,9.918251013928069959e-01,1.001356812374150085e+00,1.020232392240590036e+00,1.088395972798769984e+00,1.218755647788650087e+00,1.212031395283329926e+00,1.356888548873750100e+00,1.216283062234210011e+00
9.465489740766890314e-01,9.386593984007129965e-01,9.173929702126689678e-01,8.553074010301070507e-01,5.695629362278540331e-01,1.446464494170109916e+00,8.805168236041760466e-01,1.042485973609339922e+00,1.092444089657989892e+00,1.534532750661460110e+00,1.434919207834719934e+00,1.340169008506419956e+00,1.445344402615069912e+00,1.674295484787299948e+00,1.148204265476860053e+00
9.219510490316039641e-01,8.836532495555839972e-01,8.999388859629989801e-01,8.034578165469380417e-01,1.044888221352139990e+00,8.281532850937990409e-01,9.350251330991870002e-01,8.719649385132199892e-01,8.891832642010230048e-01,1.202058700033439953e+00,1.283957493144380013e+00,1.166590821745949969e+00,1.576051903542970090e+00,1.924583099484560078e+00,1.087885321880410094e+00
9.454455216485080360e-01,1.038848493249129978e+00,9.239715679757829481e-01,9.658166351894209578e-01,9.732367603722550387e-01,9.591601932945420517e-01,9.740624254310219499e-01,9.728165061820009951e-01,9.277341020004500338e-01,1.274583686365790003e+00,1.229788225406190039e+00,1.259207033444289969e+00,1.319693078061759950e+00,1.721730713634159970e+00,1.179572384498160043e+00
